1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
60	4.501189	44.860000	0.319741	0.007269	43.5
61	4.501119	45.860000	0.314959	0.005404	42.8
62	4.501145	46.860000	0.310317	0.004148	43.3
63	4.501125	47.860000	0.305811	0.002814	43.0
64	4.501134	48.860000	0.301433	0.002419	42.4
65	4.501148	49.860000	0.297179	0.002258	41.7
66	4.501134	50.860000	0.293044	0.002163	43.4
67	4.501148	51.860000	0.289022	0.002052	42.4
68	4.501134	52.860000	0.285109	0.001913	43.1
69	4.501143	53.860000	0.281300	0.001748	52.6
70	4.501139	54.860000	0.277592	0.001598	48.1
71	4.501143	55.860000	0.273980	0.001373	44.4
72	4.501138	56.860000	0.270462	0.001141	45.7
73	4.501138	57.860000	0.267032	0.000914	43.1
74	4.501134	58.860000	0.263688	0.000715	42.7
75	4.501138	59.860000	0.260427	0.000545	43.3
76	4.501134	60.860000	0.257246	0.000403	44.2
77	4.501134	61.860000	0.254141	0.000284	43.6
78	4.501134	62.860000	0.251111	0.000195	43.2
79	4.501134	63.860000	0.248152	0.000133	43.3
80	4.501134	64.860000	0.245261	0.000087	44.3
81	4.501134	65.860000	0.242438	0.000055	42.6
82	4.501134	66.860000	0.239678	0.000037	43.7
83	4.501134	67.860000	0.236981	0.000025	43.9
84	4.501134	68.860000	0.234344	0.000016	42.5
85	4.501134	69.860000	0.231765	0.000010	44.3
86	4.501134	70.860000	0.229242	0.000006	45.2
87	4.501134	71.860000	0.226773	0.000004	43.7
88	4.501134	72.860000	0.224357	0.000002	45.2
89	4.501134	73.860000	0.221992	0.000001	44.7
90	4.501134	74.860000	0.219676	0.000001	42.5
91	4.501134	75.860000	0.217408	0.000000	43.6
92	4.501134	76.860000	0.215186	0.000000	44.2
93	4.501134	77.573005	0.213630	0.000000	42.4
94	4.501134	77.601572	0.213568	0.000000	43.3
95	4.501134	77.605375	0.213560	0.000000	46.3
96	4.501134	77.606149	0.213558	0.000000	44.2
97	4.501134	77.606323	0.213558	0.000000	77.8
98	4.501134	77.606362	0.213558	0.000000	43.6
99	4.501134	77.606372	0.213558	0.000000	44.8
100	4.501134	77.606374	0.213558	0.000000	44.9
101	4.501134	77.606374	0.213558	0.000000	43.9
102	4.501134	77.606374	0.213558	0.000000	42.7
103	4.501134	77.606374	0.213558	0.000000	43.0
104	4.501134	77.606374	0.213558	0.000000	42.8
105	4.501134	77.606374	0.213558	0.000000	44.2
106	4.501134	77.606374	0.213558	0.000000	42.7
107	4.501134	77.606374	0.213558	0.000000	42.9
108	4.501134	77.606374	0.213558	0.000000	43.9
109	4.501134	77.606374	0.213558	0.000000	44.0
110	4.501134	77.606374	0.213558	0.000000	42.4
111	4.501134	77.606374	0.213558	0.000000	43.1
112	4.501134	77.606374	0.213558	0.000000	43.5
113	4.501134	77.606374	0.213558	0.000000	47.0
114	4.501134	77.606374	0.213558	0.000000	48.7
115	4.501134	77.606374	0.213558	0.000000	43.6
116	4.501134	77.606374	0.213558	0.000000	42.7
117	4.501134	77.606374	0.213558	0.000000	46.1
118	4.501134	77.606374	0.213558	0.000000	44.6
119	4.501134	77.606374	0.213558	0.000000	42.5
120	4.501134	77.606374	0.213558	0.000000	43.0
121	4.501134	77.606374	0.213558	0.000000	43.0
122	4.501134	77.606374	0.213558	0.000000	42.5
123	4.501134	77.606374	0.213558	0.000000	43.7
124	4.501134	77.606374	0.213558	0.000000	43.8
125	4.501134	77.606374	0.213558	0.000000	43.5
126	4.501134	77.606374	0.213558	0.000000	42.0
127	4.501134	77.606374	0.213558	0.000000	42.3
128	4.501134	77.606374	0.213558	0.000000	44.3
129	4.501134	77.606374	0.213558	0.000000	44.0
130	4.501134	77.606374	0.213558	0.000000	45.0
131	4.501134	77.606374	0.213558	0.000000	45.2
132	4.501134	77.606374	0.213558	0.000000	43.8
133	4.501134	77.606374	0.213558	0.000000	44.0
134	4.501134	77.606374	0.213558	0.000000	43.3
135	4.501134	77.606374	0.213558	0.000000	43.5
136	4.501134	77.606374	0.213558	0.000000	43.9
137	4.501134	77.606374	0.213558	0.000000	75.0
138	4.501134	77.606374	0.213558	0.000000	43.8
139	4.501134	77.606374	0.213558	0.000000	42.4
140	4.501134	77.606374	0.213558	0.000000	43.1
141	4.501134	77.606374	0.213558	0.000000	42.8
142	4.501134	77.606374	0.213558	0.000000	49.7
143	4.501134	77.606374	0.213558	0.000000	46.3
144	4.501134	77.606374	0.213558	0.000000	44.1
145	4.501134	77.606374	0.213558	0.000000	44.9
146	4.501134	77.606374	0.213558	0.000000	45.0
147	4.501134	77.606374	0.213558	0.000000	43.8
148	4.501134	77.606374	0.213558	0.000000	44.6
149	4.501134	77.606374	0.213558	0.000000	48.3
150	4.501134	77.606374	0.213558	0.000000	50.5
151	4.501134	77.606374	0.213558	0.000000	44.6
152	4.501134	77.606374	0.213558	0.000000	44.4
153	4.501134	77.606374	0.213558	0.000000	46.6
154	4.501134	77.606374	0.213558	0.000000	46.2
155	4.501134	77.606374	0.213558	0.000000	44.2
156	4.501134	77.606374	0.213558	0.000000	44.9
157	4.501134	77.606374	0.213558	0.000000	45.1
158	4.501134	77.606374	0.213558	0.000000	46.3
159	4.501134	77.606374	0.213558	0.000000	45.4
160	4.501134	77.606374	0.213558	0.000000	46.0
161	4.501134	77.606374	0.213558	0.000000	45.6
162	4.501134	77.606374	0.213558	0.000000	42.5
163	4.501134	77.606374	0.213558	0.000000	43.9
164	4.501134	77.606374	0.213558	0.000000	43.2
165	4.501134	77.606374	0.213558	0.000000	44.7
166	4.501134	77.606374	0.213558	0.000000	45.2
167	4.501134	77.606374	0.213558	0.000000	44.2
168	4.501134	77.606374	0.213558	0.000000	45.0
169	4.501134	77.606374	0.213558	0.000000	44.8
170	4.501134	77.606374	0.213558	0.000000	44.3
171	4.501134	77.606374	0.213558	0.000000	44.6
172	4.501134	77.606374	0.213558	0.000000	43.3
173	4.501134	77.606374	0.213558	0.000000	43.4
174	4.501134	77.606374	0.213558	0.000000	78.2
175	4.501134	77.606374	0.213558	0.000000	45.4
176	4.501134	77.606374	0.213558	0.000000	43.8
177	4.501134	77.606374	0.213558	0.000000	42.8
178	4.501134	77.606374	0.213558	0.000000	42.9
179	4.501134	77.606374	0.213558	0.000000	42.6
180	4.501134	77.606374	0.213558	0.000000	42.6
181	4.501134	77.606374	0.213558	0.000000	43.5
182	4.501134	77.606374	0.213558	0.000000	43.5
183	4.501134	77.606374	0.213558	0.000000	43.3
184	4.501134	77.606374	0.213558	0.000000	43.8
185	4.501134	77.606374	0.213558	0.000000	45.1
186	4.501134	77.606374	0.213558	0.000000	44.6
187	4.501134	77.606374	0.213558	0.000000	43.6
188	4.501134	77.606374	0.213558	0.000000	44.7
189	4.501134	77.606374	0.213558	0.000000	45.2
190	4.501134	77.606374	0.213558	0.000000	44.6
191	4.501134	77.606374	0.213558	0.000000	45.8
192	4.501134	77.606374	0.213558	0.000000	45.0
193	4.501134	77.606374	0.213558	0.000000	43.7
194	4.501134	77.606374	0.213558	0.000000	42.9
195	4.501134	77.606374	0.213558	0.000000	43.7
196	4.501134	77.606374	0.213558	0.000000	43.4
197	4.501134	77.606374	0.213558	0.000000	43.5
198	4.501134	77.606374	0.213558	0.000000	43.3
199	4.501134	77.606374	0.213558	0.000000	43.8
200	4.501134	77.606374	0.213558	0.000000	42.5
201	4.501134	77.606374	0.213558	0.000000	43.7
202	4.501134	77.606374	0.213558	0.000000	44.6
203	4.501134	77.606374	0.213558	0.000000	43.5
204	4.501134	77.606374	0.213558	0.000000	43.8
205	4.501134	77.606374	0.213558	0.000000	43.9
206	4.501134	77.606374	0.213558	0.000000	43.5
207	4.501134	77.606374	0.213558	0.000000	43.6
208	4.501134	77.606374	0.213558	0.000000	42.8
209	4.501134	77.606374	0.213558	0.000000	76.7
210	4.501134	77.606374	0.213558	0.000000	44.4
211	4.501134	77.606374	0.213558	0.000000	43.9
212	4.501134	77.606374	0.213558	0.000000	44.5
213	4.501134	77.606374	0.213558	0.000000	44.3
214	4.501134	77.606374	0.213558	0.000000	45.4
215	4.501134	77.606374	0.213558	0.000000	44.3
216	4.501134	77.606374	0.213558	0.000000	45.5
217	4.501134	77.606374	0.213558	0.000000	43.4
218	4.501134	77.606374	0.213558	0.000000	43.4
219	4.501134	77.606374	0.213558	0.000000	47.7
220	4.501134	77.606374	0.213558	0.000000	43.9
221	4.501134	77.606374	0.213558	0.000000	43.5
222	4.501134	77.606374	0.213558	0.000000	43.8
223	4.501134	77.606374	0.213558	0.000000	45.4
224	4.501134	77.606374	0.213558	0.000000	45.3
225	4.501134	77.606374	0.213558	0.000000	51.4
226	4.501134	77.606374	0.213558	0.000000	43.0
227	4.501134	77.606374	0.213558	0.000000	44.4
228	4.501134	77.606374	0.213558	0.000000	45.5
229	4.501134	77.606374	0.213558	0.000000	44.6
230	4.501134	77.606374	0.213558	0.000000	47.5
231	4.501134	77.606374	0.213558	0.000000	45.0
232	4.501134	77.606374	0.213558	0.000000	44.8
233	4.501134	77.606374	0.213558	0.000000	44.2
234	4.501134	77.606374	0.213558	0.000000	51.1
235	4.501134	77.606374	0.213558	0.000000	50.1
236	4.501134	77.606374	0.213558	0.000000	45.6
237	4.501134	77.606374	0.213558	0.000000	45.4
238	4.501134	77.606374	0.213558	0.000000	44.9
239	4.501134	77.606374	0.213558	0.000000	44.5
240	4.501134	77.606374	0.213558	0.000000	45.6
241	4.501134	77.606374	0.213558	0.000000	45.4
242	4.501134	77.606374	0.213558	0.000000	43.6
243	4.501134	77.606374	0.213558	0.000000	45.1
244	4.501134	77.606374	0.213558	0.000000	45.0
245	4.501134	77.606374	0.213558	0.000000	46.4
246	4.501134	77.606374	0.213558	0.000000	79.5
247	4.501134	77.606374	0.213558	0.000000	46.3
248	4.501134	77.606374	0.213558	0.000000	44.6
249	4.501134	77.606374	0.213558	0.000000	44.5
250	4.501134	77.606374	0.213558	0.000000	45.0
251	4.501134	77.606374	0.213558	0.000000	45.0
252	4.501134	77.606374	0.213558	0.000000	45.3
253	4.501134	77.606374	0.213558	0.000000	44.7
254	4.501134	77.606374	0.213558	0.000000	45.8
255	4.501134	77.606374	0.213558	0.000000	51.3
256	4.501134	77.606374	0.213558	0.000000	45.8
257	4.501134	77.606374	0.213558	0.000000	45.1
258	4.501134	77.606374	0.213558	0.000000	51.1
259	4.501134	77.606374	0.213558	0.000000	46.3
260	4.501134	77.606374	0.213558	0.000000	46.6
261	4.501134	77.606374	0.213558	0.000000	46.3
262	4.501134	77.606374	0.213558	0.000000	45.3
263	4.501134	77.606374	0.213558	0.000000	45.1
264	4.501134	77.606374	0.213558	0.000000	45.6
265	4.501134	77.606374	0.213558	0.000000	45.7
266	4.501134	77.606374	0.213558	0.000000	45.6
267	4.501134	77.606374	0.213558	0.000000	44.7
268	4.501134	77.606374	0.213558	0.000000	44.5
269	4.501134	77.606374	0.213558	0.000000	51.4
270	4.501134	77.606374	0.213558	0.000000	54.3
271	4.501134	77.606374	0.213558	0.000000	47.4
272	4.501134	77.606374	0.213558	0.000000	44.3
273	4.501134	77.606374	0.213558	0.000000	44.7
274	4.501134	77.606374	0.213558	0.000000	45.2
275	4.501134	77.606374	0.213558	0.000000	43.8
276	4.501134	77.606374	0.213558	0.000000	43.9
277	4.501134	77.606374	0.213558	0.000000	45.1
278	4.501134	77.606374	0.213558	0.000000	44.9
279	4.501134	77.606374	0.213558	0.000000	44.7
280	4.501134	77.606374	0.213558	0.000000	45.9
281	4.501134	77.606374	0.213558	0.000000	43.8
282	4.501134	77.606374	0.213558	0.000000	77.5
283	4.501134	77.606374	0.213558	0.000000	45.3
284	4.501134	77.606374	0.213558	0.000000	45.1
285	4.501134	77.606374	0.213558	0.000000	46.1
286	4.501134	77.606374	0.213558	0.000000	46.0
287	4.501134	77.606374	0.213558	0.000000	45.9
288	4.501134	77.606374	0.213558	0.000000	46.4
289	4.501134	77.606374	0.213558	0.000000	45.9
290	4.501134	77.606374	0.213558	0.000000	46.9
291	4.501134	77.606374	0.213558	0.000000	45.6
292	4.501134	77.606374	0.213558	0.000000	44.8
293	4.501134	77.606374	0.213558	0.000000	45.2
294	4.501134	77.606374	0.213558	0.000000	47.3
295	4.501134	77.606374	0.213558	0.000000	45.3
296	4.501134	77.606374	0.213558	0.000000	46.6
297	4.501134	77.606374	0.213558	0.000000	45.2
298	4.501134	77.606374	0.213558	0.000000	44.3
299	4.501134	77.606374	0.213558	0.000000	44.6
300	4.501134	77.606374	0.213558	0.000000	44.4
301	4.501134	77.606374	0.213558	0.000000	43.8
302	4.501134	77.606374	0.213558	0.000000	45.7
303	4.501134	77.606374	0.213558	0.000000	45.6
304	4.501134	77.606374	0.213558	0.000000	42.4
305	4.501134	77.606374	0.213558	0.000000	46.4
306	4.501134	77.606374	0.213558	0.000000	45.3
307	4.501134	77.606374	0.213558	0.000000	45.2
308	4.501134	77.606374	0.213558	0.000000	45.5
309	4.501134	77.606374	0.213558	0.000000	44.8
310	4.501134	77.606374	0.213558	0.000000	45.7
311	4.501134	77.606374	0.213558	0.000000	43.7
312	4.501134	77.606374	0.213558	0.000000	46.1
313	4.501134	77.606374	0.213558	0.000000	46.7
314	4.501134	77.606374	0.213558	0.000000	46.1
315	4.501134	77.606374	0.213558	0.000000	46.0
316	4.501134	77.606374	0.213558	0.000000	45.4
317	4.501134	77.606374	0.213558	0.000000	78.1
318	4.501134	77.606374	0.213558	0.000000	44.6
319	4.501134	77.606374	0.213558	0.000000	45.5
320	4.501134	77.606374	0.213558	0.000000	46.1
321	4.501134	77.606374	0.213558	0.000000	45.4
322	4.501134	77.606374	0.213558	0.000000	43.2
323	4.501134	77.606374	0.213558	0.000000	45.3
324	4.501134	77.606374	0.213558	0.000000	45.6
325	4.501134	77.606374	0.213558	0.000000	46.4
326	4.501134	77.606374	0.213558	0.000000	47.1
327	4.501134	77.606374	0.213558	0.000000	47.5
328	4.501134	77.606374	0.213558	0.000000	45.4
329	4.501134	77.606374	0.213558	0.000000	45.5
330	4.501134	77.606374	0.213558	0.000000	45.3
331	4.501134	77.606374	0.213558	0.000000	45.8
332	4.501134	77.606374	0.213558	0.000000	44.4
333	4.501134	77.606374	0.213558	0.000000	49.3
334	4.501134	77.606374	0.213558	0.000000	44.7
335	4.501134	77.606374	0.213558	0.000000	45.0
336	4.501134	77.606374	0.213558	0.000000	46.6
337	4.501134	77.606374	0.213558	0.000000	43.3
338	4.501134	77.606374	0.213558	0.000000	43.7
339	4.501134	77.606374	0.213558	0.000000	45.6
340	4.501134	77.606374	0.213558	0.000000	45.0
341	4.501134	77.606374	0.213558	0.000000	48.1
342	4.501134	77.606374	0.213558	0.000000	49.1
343	4.501134	77.606374	0.213558	0.000000	43.8
344	4.501134	77.606374	0.213558	0.000000	46.0
345	4.501134	77.606374	0.213558	0.000000	45.3
346	4.501134	77.606374	0.213558	0.000000	46.8
347	4.501134	77.606374	0.213558	0.000000	49.5
348	4.501134	77.606374	0.213558	0.000000	45.7
349	4.501134	77.606374	0.213558	0.000000	44.1
350	4.501134	77.606374	0.213558	0.000000	45.6
351	4.501134	77.606374	0.213558	0.000000	78.5
352	4.501134	77.606374	0.213558	0.000000	45.0
353	4.501134	77.606374	0.213558	0.000000	45.5
354	4.501134	77.606374	0.213558	0.000000	44.6
355	4.501134	77.606374	0.213558	0.000000	46.0
356	4.501134	77.606374	0.213558	0.000000	46.0
357	4.501134	77.606374	0.213558	0.000000	45.2
358	4.501134	77.606374	0.213558	0.000000	46.5
359	4.501134	77.606374	0.213558	0.000000	45.8
360	4.501134	77.606374	0.213558	0.000000	47.3
361	4.501134	77.606374	0.213558	0.000000	46.0
362	4.501134	77.606374	0.213558	0.000000	46.8
363	4.501134	77.606374	0.213558	0.000000	45.4
364	4.501134	77.606374	0.213558	0.000000	48.4
365	4.501134	77.606374	0.213558	0.000000	51.6
366	4.501134	77.606374	0.213558	0.000000	48.4
367	4.501134	77.606374	0.213558	0.000000	46.6
368	4.501134	77.606374	0.213558	0.000000	45.7
369	4.501134	77.606374	0.213558	0.000000	44.7
370	4.501134	77.606374	0.213558	0.000000	45.8
371	4.501134	77.606374	0.213558	0.000000	47.3
372	4.501134	77.606374	0.213558	0.000000	46.2
373	4.501134	77.606374	0.213558	0.000000	46.9
374	4.501134	77.606374	0.213558	0.000000	45.2
375	4.501134	77.606374	0.213558	0.000000	47.4
376	4.501134	77.606374	0.213558	0.000000	46.5
377	4.501134	77.606374	0.213558	0.000000	46.2
378	4.501134	77.606374	0.213558	0.000000	45.9
379	4.501134	77.606374	0.213558	0.000000	45.4
380	4.501134	77.606374	0.213558	0.000000	47.1
381	4.501134	77.606374	0.213558	0.000000	44.6
382	4.501134	77.606374	0.213558	0.000000	44.9
383	4.501134	77.606374	0.213558	0.000000	44.1
384	4.501134	77.606374	0.213558	0.000000	79.1
385	4.501134	77.606374	0.213558	0.000000	46.8
386	4.501134	77.606374	0.213558	0.000000	45.7
387	4.501134	77.606374	0.213558	0.000000	46.6
388	4.501134	77.606374	0.213558	0.000000	45.9
389	4.501134	77.606374	0.213558	0.000000	46.7
390	4.501134	77.606374	0.213558	0.000000	44.3
391	4.501134	77.606374	0.213558	0.000000	48.2
392	4.501134	77.606374	0.213558	0.000000	43.6
393	4.501134	77.606374	0.213558	0.000000	46.9
394	4.501134	77.606374	0.213558	0.000000	46.4
395	4.501134	77.606374	0.213558	0.000000	46.4
396	4.501134	77.606374	0.213558	0.000000	46.0
397	4.501134	77.606374	0.213558	0.000000	47.2
398	4.501134	77.606374	0.213558	0.000000	47.2
399	4.501134	77.606374	0.213558	0.000000	45.5
400	4.501134	77.606374	0.213558	0.000000	45.9
401	4.501134	77.606374	0.213558	0.000000	44.8
402	4.501134	77.606374	0.213558	0.000000	48.5
403	4.501134	77.606374	0.213558	0.000000	46.1
404	4.501134	77.606374	0.213558	0.000000	47.1
405	4.501134	77.606374	0.213558	0.000000	47.2
406	4.501134	77.606374	0.213558	0.000000	48.1
407	4.501134	77.606374	0.213558	0.000000	46.7
408	4.501134	77.606374	0.213558	0.000000	46.2
409	4.501134	77.606374	0.213558	0.000000	46.7
410	4.501134	77.606374	0.213558	0.000000	46.7
411	4.501134	77.606374	0.213558	0.000000	47.0
412	4.501134	77.606374	0.213558	0.000000	46.8
413	4.501134	77.606374	0.213558	0.000000	45.3
414	4.501134	77.606374	0.213558	0.000000	46.2
415	4.501134	77.606374	0.213558	0.000000	45.2
416	4.501134	77.606374	0.213558	0.000000	45.0
417	4.501134	77.606374	0.213558	0.000000	46.3
418	4.501134	77.606374	0.213558	0.000000	44.4
419	4.501134	77.606374	0.213558	0.000000	45.4
420	4.501134	77.606374	0.213558	0.000000	77.4
421	4.501134	77.606374	0.213558	0.000000	45.7
422	4.501134	77.606374	0.213558	0.000000	46.1
423	4.501134	77.606374	0.213558	0.000000	44.8
424	4.501134	77.606374	0.213558	0.000000	44.9
425	4.501134	77.606374	0.213558	0.000000	44.3
426	4.501134	77.606374	0.213558	0.000000	45.9
427	4.501134	77.606374	0.213558	0.000000	43.3
428	4.501134	77.606374	0.213558	0.000000	43.8
429	4.501134	77.606374	0.213558	0.000000	43.5
430	4.501134	77.606374	0.213558	0.000000	45.4
431	4.501134	77.606374	0.213558	0.000000	47.2
432	4.501134	77.606374	0.213558	0.000000	45.6
433	4.501134	77.606374	0.213558	0.000000	47.4
434	4.501134	77.606374	0.213558	0.000000	48.4
435	4.501134	77.606374	0.213558	0.000000	49.3
436	4.501134	77.606374	0.213558	0.000000	45.5
437	4.501134	77.606374	0.213558	0.000000	46.5
438	4.501134	77.606374	0.213558	0.000000	45.0
439	4.501134	77.606374	0.213558	0.000000	45.3
440	4.501134	77.606374	0.213558	0.000000	44.5
441	4.501134	77.606374	0.213558	0.000000	44.6
442	4.501134	77.606374	0.213558	0.000000	45.3
443	4.501134	77.606374	0.213558	0.000000	45.4
444	4.501134	77.606374	0.213558	0.000000	44.2
445	4.501134	77.606374	0.213558	0.000000	45.1
446	4.501134	77.606374	0.213558	0.000000	45.6
447	4.501134	77.606374	0.213558	0.000000	45.6
448	4.501134	77.606374	0.213558	0.000000	44.7
449	4.501134	77.606374	0.213558	0.000000	44.9
450	4.501134	77.606374	0.213558	0.000000	44.7
451	4.501134	77.606374	0.213558	0.000000	45.7
452	4.501134	77.606374	0.213558	0.000000	47.4
453	4.501134	77.606374	0.213558	0.000000	46.9
454	4.501134	77.606374	0.213558	0.000000	46.2
455	4.501134	77.606374	0.213558	0.000000	43.9
456	4.501134	77.606374	0.213558	0.000000	44.7
457	4.501134	77.606374	0.213558	0.000000	45.5
458	4.501134	77.606374	0.213558	0.000000	75.9
459	4.501134	77.606374	0.213558	0.000000	45.3
460	4.501134	77.606374	0.213558	0.000000	47.1
461	4.501134	77.606374	0.213558	0.000000	46.2
462	4.501134	77.606374	0.213558	0.000000	46.0
463	4.501134	77.606374	0.213558	0.000000	45.9
464	4.501134	77.606374	0.213558	0.000000	45.5
465	4.501134	77.606374	0.213558	0.000000	46.3
466	4.501134	77.606374	0.213558	0.000000	46.7
467	4.501134	77.606374	0.213558	0.000000	46.7
468	4.501134	77.606374	0.213558	0.000000	49.0
469	4.501134	77.606374	0.213558	0.000000	46.4
470	4.501134	77.606374	0.213558	0.000000	46.5
471	4.501134	77.606374	0.213558	0.000000	47.6
472	4.501134	77.606374	0.213558	0.000000	51.2
473	4.501134	77.606374	0.213558	0.000000	46.2
474	4.501134	77.606374	0.213558	0.000000	47.3
475	4.501134	77.606374	0.213558	0.000000	47.9
476	4.501134	77.606374	0.213558	0.000000	50.5
477	4.501134	77.606374	0.213558	0.000000	47.9
478	4.501134	77.606374	0.213558	0.000000	48.7
479	4.501134	77.606374	0.213558	0.000000	46.1
480	4.501134	77.606374	0.213558	0.000000	47.2
481	4.501134	77.606374	0.213558	0.000000	45.7
482	4.501134	77.606374	0.213558	0.000000	47.6
483	4.501134	77.606374	0.213558	0.000000	48.5
484	4.501134	77.606374	0.213558	0.000000	47.2
485	4.501134	77.606374	0.213558	0.000000	46.6
486	4.501134	77.606374	0.213558	0.000000	47.7
487	4.501134	77.606374	0.213558	0.000000	47.9
488	4.501134	77.606374	0.213558	0.000000	47.8
489	4.501134	77.606374	0.213558	0.000000	47.1
490	4.501134	77.606374	0.213558	0.000000	46.6
491	4.501134	77.606374	0.213558	0.000000	46.9
492	4.501134	77.606374	0.213558	0.000000	46.5
493	4.501134	77.606374	0.213558	0.000000	46.6
494	4.501134	77.606374	0.213558	0.000000	80.0
495	4.501134	77.606374	0.213558	0.000000	45.7
496	4.501134	77.606374	0.213558	0.000000	53.4
497	4.501134	77.606374	0.213558	0.000000	48.8
498	4.501134	77.606374	0.213558	0.000000	45.9
499	4.501134	77.606374	0.213558	0.000000	46.1
500	4.501134	77.606374	0.213558	0.000000	45.2
501	4.501134	77.606374	0.213558	0.000000	47.0
502	4.501134	77.606374	0.213558	0.000000	47.8
503	4.501134	77.606374	0.213558	0.000000	45.7
504	4.501134	77.606374	0.213558	0.000000	47.5
505	4.501134	77.606374	0.213558	0.000000	45.2
506	4.501134	77.606374	0.213558	0.000000	46.7
507	4.501134	77.606374	0.213558	0.000000	47.0
508	4.501134	77.606374	0.213558	0.000000	44.4
509	4.501134	77.606374	0.213558	0.000000	45.9
510	4.501134	77.606374	0.213558	0.000000	45.7
511	4.501134	77.606374	0.213558	0.000000	48.4
